file	line	old	new	context
src/components/quiz/QuizReview.vue	64	1.6rem	1rem	padding: 0.8rem 1.6rem; border-radius: 999px; font-family: var(--font-mono);
src/components/quiz/QuizReview.vue	65	1.1rem	0.6875rem	font-size: 1.1rem; text-transform: uppercase; letter-spacing: 0.08em; cursor: pointer;
src/components/settings/AccentSwatches.vue	39	1rem	0.625rem	gap: 1rem;
src/components/settings/AccentSwatches.vue	46	0.6rem	0.375rem	gap: 0.6rem;
src/components/settings/AccentSwatches.vue	47	1rem	0.625rem	padding: 1rem 0.6rem;
src/components/settings/AccentSwatches.vue	47	0.6rem	0.375rem	padding: 1rem 0.6rem;
src/components/settings/AccentSwatches.vue	50	0.8rem	0.5rem	border-radius: 0.8rem;
src/components/settings/AccentSwatches.vue	70	2.4rem	1.5rem	width: 2.4rem;
src/components/settings/AccentSwatches.vue	71	2.4rem	1.5rem	height: 2.4rem;
src/components/settings/AccentSwatches.vue	77	1.2rem	0.75rem	font-size: 1.2rem;
src/components/settings/FontPairPicker.vue	64	1rem	0.625rem	gap: 1rem;
src/components/settings/FontPairPicker.vue	76	0.6rem	0.375rem	gap: 0.6rem;
src/components/settings/FontPairPicker.vue	77	1.2rem	0.75rem	padding: 1.2rem 1rem;
src/components/settings/FontPairPicker.vue	77	1rem	0.625rem	padding: 1.2rem 1rem;
src/components/settings/FontPairPicker.vue	80	0.8rem	0.5rem	border-radius: 0.8rem;
src/components/settings/FontPairPicker.vue	101	2.8rem	1.75rem	font-size: 2.8rem;
src/components/settings/FontPairPicker.vue	107	1.1rem	0.6875rem	font-size: 1.1rem;
src/components/settings/SettingsAccountSection.vue	161	1.1rem	0.6875rem	font-size: 1.1rem;
src/components/settings/SettingsAccountSection.vue	169	3.2rem	2rem	font-size: 3.2rem;
src/components/settings/SettingsAccountSection.vue	195	1.5rem	0.9375rem	font-size: 1.5rem;
src/components/settings/SettingsAccountSection.vue	200	1.3rem	0.8125rem	font-size: 1.3rem;
src/components/settings/SettingsAccountSection.vue	220	1.4rem	0.875rem	font-size: 1.4rem;
src/components/settings/SettingsAccountSection.vue	234	1.1rem	0.6875rem	font-size: 1.1rem;
src/components/settings/SettingsAccountSection.vue	252	1.1rem	0.6875rem	font-size: 1.1rem;
src/components/settings/SettingsAccountSection.vue	274	1.1rem	0.6875rem	font-size: 1.1rem;
src/components/settings/SettingsPanels.vue	121	6.4rem	4rem	gap: 6.4rem;
src/components/settings/SettingsPanels.vue	134	1.1rem	0.6875rem	font-size: 1.1rem;
src/components/settings/SettingsPanels.vue	145	3.2rem	2rem	font-size: 3.2rem;
src/components/settings/SettingsPanels.vue	153	1.6rem	1rem	font-size: 1.6rem;
src/components/settings/SettingsPanels.vue	157	64rem	40rem	max-width: 64rem;
src/components/settings/SettingsPanels.vue	199	3.2rem	2rem	font-size: 3.2rem;
src/components/settings/SettingsPanels.vue	207	1rem	0.625rem	font-size: 1rem;
src/components/settings/SettingsPanels.vue	221	1.1rem	0.6875rem	font-size: 1.1rem;
src/components/settings/SettingsProfileSection.vue	173	1.1rem	0.6875rem	font-size: 1.1rem;
src/components/settings/SettingsProfileSection.vue	181	3.2rem	2rem	font-size: 3.2rem;
src/components/settings/SettingsProfileSection.vue	189	1.6rem	1rem	font-size: 1.6rem;
src/components/settings/SettingsProfileSection.vue	193	64rem	40rem	max-width: 64rem;
src/components/settings/SettingsProfileSection.vue	212	4rem	2.5rem	font-size: 4rem;
src/components/settings/SettingsProfileSection.vue	232	1rem	0.625rem	font-size: 1rem;
src/components/settings/SettingsProfileSection.vue	239	1.3rem	0.8125rem	font-size: 1.3rem;
src/components/settings/SettingsProfileSection.vue	257	1.8rem	1.125rem	font-size: 1.8rem;
src/components/settings/SettingsProfileSection.vue	263	1.6rem	1rem	font-size: 1.6rem;
src/components/settings/SettingsProfileSection.vue	282	1.1rem	0.6875rem	font-size: 1.1rem;
src/components/settings/SettingsProfileSection.vue	290	1.1rem	0.6875rem	font-size: 1.1rem;
src/components/settings/ThemeCards.vue	44	1.2rem	0.75rem	gap: 1.2rem;
src/components/settings/ThemeCards.vue	54	0.8rem	0.5rem	border-radius: 0.8rem;
src/components/settings/ThemeCards.vue	77	0.8rem	0.5rem	padding: 0.8rem;
src/components/settings/ThemeCards.vue	80	0.4rem	0.25rem	gap: 0.4rem;
src/components/settings/ThemeCards.vue	96	0.6rem	0.375rem	height: 0.6rem;
src/components/settings/ThemeCards.vue	99	0.3rem	0.1875rem	border-radius: 0.3rem;
src/components/settings/ThemeCards.vue	105	0.3rem	0.1875rem	gap: 0.3rem;
src/components/settings/ThemeCards.vue	111	0.4rem	0.25rem	height: 0.4rem;
src/components/settings/ThemeCards.vue	115	0.2rem	0.125rem	border-radius: 0.2rem;
src/components/settings/ThemeCards.vue	128	0.8rem	0.5rem	padding: 0.8rem 1rem;
src/components/settings/ThemeCards.vue	128	1rem	0.625rem	padding: 0.8rem 1rem;
src/components/settings/ThemeCards.vue	133	1.4rem	0.875rem	font-size: 1.4rem;
src/components/settings/ThemeCards.vue	139	1.1rem	0.6875rem	font-size: 1.1rem;
src/components/settings/ThemeCards.vue	141	0.2rem	0.125rem	margin-top: 0.2rem;
src/components/student/CourseCard.vue	128	1.5rem	0.9375rem	padding: 1.5rem;
src/components/student/CourseCard.vue	132	1rem	0.625rem	gap: 1rem;
src/components/student/CourseCard.vue	142	1.25rem	0.78125rem	font-size: 1.25rem;
src/components/student/CourseCard.vue	145	0.25rem	0.15625rem	margin: 0 0 0.25rem 0;
src/components/student/CourseCard.vue	150	0.875rem	0.546875rem	font-size: 0.875rem;
src/components/student/CourseCard.vue	152	0.5rem	0.3125rem	margin: 0 0 0.5rem 0;
src/components/student/CourseCard.vue	156	0.875rem	0.546875rem	font-size: 0.875rem;
src/components/student/CourseCard.vue	158	0.5rem	0.3125rem	margin: 0 0 0.5rem 0;
src/components/student/CourseCard.vue	163	0.875rem	0.546875rem	font-size: 0.875rem;
src/components/student/CourseCard.vue	172	0.75rem	0.46875rem	font-size: 0.75rem;
src/components/student/CourseCard.vue	174	0.25rem	0.15625rem	padding: 0.25rem 0.75rem;
src/components/student/CourseCard.vue	174	0.75rem	0.46875rem	padding: 0.25rem 0.75rem;
src/components/student/CourseCard.vue	182	1.5rem	0.9375rem	margin: 0 1.5rem;
src/components/student/CourseCard.vue	193	0.75rem	0.46875rem	padding: 0.75rem 1.5rem;
src/components/student/CourseCard.vue	193	1.5rem	0.9375rem	padding: 0.75rem 1.5rem;
src/components/student/CourseCard.vue	195	1rem	0.625rem	margin-top: 1rem;
src/components/student/CourseCard.vue	202	0.75rem	0.46875rem	padding: 0.75rem 0;
src/components/student/CourseCard.vue	214	-1.5rem	-0.9375rem	margin: 0 -1.5rem;
src/components/student/CourseCard.vue	215	1.5rem	0.9375rem	padding-left: 1.5rem;
src/components/student/CourseCard.vue	216	1.5rem	0.9375rem	padding-right: 1.5rem;
src/components/student/CourseCard.vue	222	0.75rem	0.46875rem	gap: 0.75rem;
src/components/student/CourseCard.vue	245	0.9375rem	0.5859375rem	font-size: 0.9375rem;
src/components/student/CourseCard.vue	253	0.875rem	0.546875rem	font-size: 0.875rem;
src/components/student/CourseCard.vue	256	0.25rem	0.15625rem	padding: 0.25rem 0.5rem;
src/components/student/CourseCard.vue	256	0.5rem	0.3125rem	padding: 0.25rem 0.5rem;
src/components/student/CourseCard.vue	266	1.5rem	0.9375rem	padding: 1.5rem;
src/components/student/CourseCard.vue	269	0.875rem	0.546875rem	font-size: 0.875rem;
src/components/student/CourseCard.vue	273	1rem	0.625rem	padding: 1rem 1.5rem;
src/components/student/CourseCard.vue	273	1.5rem	0.9375rem	padding: 1rem 1.5rem;
src/components/student/CourseCard.vue	279	0.75rem	0.46875rem	font-size: 0.75rem;
src/components/student/ProgressCard.vue	121	1.5rem	0.9375rem	padding: 1.5rem;
src/components/student/ProgressCard.vue	127	2rem	1.25rem	margin-bottom: 2rem;
src/components/student/ProgressCard.vue	157	0.75rem	0.46875rem	margin-bottom: 0.75rem;
src/components/student/ProgressCard.vue	162	0.75rem	0.46875rem	font-size: 0.75rem;
src/components/student/ProgressCard.vue	169	0.75rem	0.46875rem	font-size: 0.75rem;
src/components/student/ProgressCard.vue	175	1.5rem	0.9375rem	font-size: 1.5rem;
src/components/student/ProgressCard.vue	178	0.25rem	0.15625rem	margin: 0 0 0.25rem 0;
src/components/student/ProgressCard.vue	183	0.9375rem	0.5859375rem	font-size: 0.9375rem;
src/components/student/ProgressCard.vue	185	1rem	0.625rem	margin: 0 0 1rem 0;
src/components/student/ProgressCard.vue	191	1rem	0.625rem	gap: 1rem;
src/components/student/ProgressCard.vue	210	0.875rem	0.546875rem	font-size: 0.875rem;
src/components/student/ProgressCard.vue	224	1rem	0.625rem	margin-left: 1rem;
src/components/student/ProgressCard.vue	239	1rem	0.625rem	margin-bottom: 1rem;
src/components/student/ProgressCard.vue	245	1.125rem	0.703125rem	font-size: 1.125rem;
src/components/student/ProgressCard.vue	248	0.5rem	0.3125rem	margin: 0 0 0.5rem 0;
src/components/student/ProgressCard.vue	252	0.875rem	0.546875rem	font-size: 0.875rem;
src/components/student/StudyStats.vue	157	2rem	1.25rem	margin-bottom: 2rem;
src/components/student/StudyStats.vue	162	1.125rem	0.703125rem	font-size: 1.125rem;
src/components/student/StudyStats.vue	165	1rem	0.625rem	margin: 0 0 1rem 0;
src/components/student/StudyStats.vue	171	1rem	0.625rem	gap: 1rem;
src/components/student/StudyStats.vue	184	1.25rem	0.78125rem	padding: 1.25rem;
src/components/student/StudyStats.vue	187	1rem	0.625rem	gap: 1rem;
src/components/student/StudyStats.vue	215	1.5rem	0.9375rem	font-size: 1.5rem;
src/components/student/StudyStats.vue	223	0.875rem	0.546875rem	font-size: 0.875rem;
src/components/student/StudyStats.vue	225	0.25rem	0.15625rem	margin: 0.25rem 0 0 0;
src/components/styleguide/ArchivedCollection.vue	46	2rem	1.25rem	margin-bottom: 2rem;
src/components/styleguide/ArchivedCollection.vue	50	0.75rem	0.46875rem	margin-bottom: 0.75rem;
src/components/styleguide/ArchivedCollection.vue	55	0.75rem	0.46875rem	margin-top: 0.75rem;
src/components/styleguide/ArchivedCollection.vue	63	0.4rem	0.25rem	padding: 0.4rem 1rem;
src/components/styleguide/ArchivedCollection.vue	63	1rem	0.625rem	padding: 0.4rem 1rem;
src/components/styleguide/ArchivedCollection.vue	64	2rem	1.25rem	margin-bottom: 2rem;
src/components/styleguide/ArchivedCollection.vue	69	1.5rem	0.9375rem	gap: 1.5rem;
src/components/styleguide/BookCollection.vue	167	3rem	1.875rem	margin-bottom: 3rem;
src/components/styleguide/BookCollection.vue	171	0.75rem	0.46875rem	margin-bottom: 0.75rem;
src/components/styleguide/BookCollection.vue	176	0.75rem	0.46875rem	margin-top: 0.75rem;
src/components/styleguide/BookCollection.vue	180	0.75rem	0.46875rem	padding-bottom: 0.75rem;
src/components/styleguide/BookCollection.vue	182	3rem	1.875rem	margin: 3rem 0 1.5rem;
src/components/styleguide/BookCollection.vue	182	1.5rem	0.9375rem	margin: 3rem 0 1.5rem;
src/components/styleguide/BookCollection.vue	187	1.5rem	0.9375rem	gap: 1.5rem;
src/components/styleguide/ColoursSection.vue	105	3rem	1.875rem	margin-bottom: 3rem;
src/components/styleguide/ColoursSection.vue	110	0.75rem	0.46875rem	margin-bottom: 0.75rem;
src/components/styleguide/ColoursSection.vue	116	0.75rem	0.46875rem	margin-top: 0.75rem;
src/components/styleguide/ColoursSection.vue	119	3.5rem	2.1875rem	margin-bottom: 3.5rem;
src/components/styleguide/ColoursSection.vue	122	0.75rem	0.46875rem	padding-bottom: 0.75rem;
src/components/styleguide/ColoursSection.vue	126	1.5rem	0.9375rem	margin-bottom: 1.5rem;
src/components/styleguide/ColoursSection.vue	131	1.5rem	0.9375rem	gap: 1.5rem;
src/components/styleguide/ColoursSection.vue	136	0.75rem	0.46875rem	gap: 0.75rem;
src/components/styleguide/ColoursSection.vue	146	0.2rem	0.125rem	gap: 0.2rem;
src/components/styleguide/ColoursSection.vue	153	1.2rem	0.75rem	font-size: 1.2rem;
src/components/styleguide/ColoursSection.vue	160	1.2rem	0.75rem	font-size: 1.2rem;
src/components/styleguide/SharedCollection.vue	229	3rem	1.875rem	margin-bottom: 3rem;
src/components/styleguide/SharedCollection.vue	233	0.75rem	0.46875rem	margin-bottom: 0.75rem;
src/components/styleguide/SharedCollection.vue	238	0.75rem	0.46875rem	margin-top: 0.75rem;
src/components/styleguide/SharedCollection.vue	242	0.75rem	0.46875rem	padding-bottom: 0.75rem;
src/components/styleguide/SharedCollection.vue	244	3rem	1.875rem	margin: 3rem 0 1.5rem;
src/components/styleguide/SharedCollection.vue	244	1.5rem	0.9375rem	margin: 3rem 0 1.5rem;
src/components/styleguide/SharedCollection.vue	249	1.5rem	0.9375rem	gap: 1.5rem;
src/components/styleguide/SharedCollection.vue	254	0.75rem	0.46875rem	gap: 0.75rem;
src/components/styleguide/Specimen.vue	46	2.5rem	1.5625rem	padding: 2.5rem 2rem;
src/components/styleguide/Specimen.vue	46	2rem	1.25rem	padding: 2.5rem 2rem;
src/components/styleguide/Specimen.vue	63	0.25rem	0.15625rem	gap: 0.25rem;
src/components/styleguide/Specimen.vue	64	1rem	0.625rem	padding: 1rem 1.25rem;
src/components/styleguide/Specimen.vue	64	1.25rem	0.78125rem	padding: 1rem 1.25rem;
src/components/styleguide/Specimen.vue	72	1.2rem	0.75rem	font-size: 1.2rem;
src/components/styleguide/Specimen.vue	77	0.15rem	0.09375rem	margin-top: 0.15rem;
src/components/styleguide/TypeSection.vue	111	3rem	1.875rem	margin-bottom: 3rem;
src/components/styleguide/TypeSection.vue	116	0.75rem	0.46875rem	margin-bottom: 0.75rem;
src/components/styleguide/TypeSection.vue	121	0.75rem	0.46875rem	margin-top: 0.75rem;
src/components/styleguide/TypeSection.vue	124	3.5rem	2.1875rem	margin-bottom: 3.5rem;
src/components/styleguide/TypeSection.vue	127	0.75rem	0.46875rem	padding-bottom: 0.75rem;
src/components/styleguide/TypeSection.vue	129	1.5rem	0.9375rem	margin-bottom: 1.5rem;
src/components/styleguide/TypeSection.vue	134	2rem	1.25rem	gap: 2rem;
src/components/styleguide/TypeSection.vue	136	1.5rem	0.9375rem	padding: 1.5rem 0;
src/components/styleguide/TypeSection.vue	142	0.4rem	0.25rem	gap: 0.4rem;
src/components/styleguide/TypeSection.vue	146	1.2rem	0.75rem	font-size: 1.2rem;
src/components/styleguide/TypeSection.vue	159	2.4rem	1.5rem	font-size: 2.4rem;
src/components/styleguide/TypeSection.vue	163	3rem	1.875rem	gap: 3rem;
src/components/styleguide/TypeSection.vue	170	0.75rem	0.46875rem	gap: 0.75rem;
src/components/styleguide/TypeSection.vue	173	4.8rem	3rem	font-size: 4.8rem;
src/components/styleguide/TypeSection.vue	181	1.5rem	0.9375rem	margin-bottom: 1.5rem;
src/components/styleguide/TypeSection.vue	187	1.5rem	0.9375rem	gap: 1.5rem;
src/components/styleguide/TypeSection.vue	189	0.75rem	0.46875rem	padding: 0.75rem 0;
src/components/styleguide/TypeSection.vue	192	1.3rem	0.8125rem	font-size: 1.3rem;
src/composables/useDashboardMedia.js	100	2rem	1.25rem	container.innerHTML = '<p style="color: rgb(var(--color-mute)); text-align: center; padding: 2rem;">Failed to load anima
src/index.css	109	1.1rem	0.6875rem	font-size: 1.1rem;
src/index.css	110	1.4rem	0.875rem	line-height: 1.4rem;
src/index.css	111	-0.01rem	-0.00625rem	letter-spacing: -0.01rem;
src/index.css	115	1.35rem	0.84375rem	font-size: 1.35rem;
src/index.css	116	1.9rem	1.1875rem	line-height: 1.9rem;
src/index.css	117	-0.02rem	-0.0125rem	letter-spacing: -0.02rem;
src/index.css	121	1.6rem	1rem	font-size: 1.6rem;
src/index.css	122	2.65rem	1.65625rem	line-height: 2.65rem;
src/index.css	126	1.8rem	1.125rem	font-size: 1.8rem;
src/index.css	127	2.8rem	1.75rem	line-height: 2.8rem;
src/index.css	131	2rem	1.25rem	font-size: calc(2rem * var(--reading-size, 1));
src/index.css	132	3.1rem	1.9375rem	line-height: calc(3.1rem * var(--reading-size, 1));
src/index.css	136	4rem	2.5rem	font-size: 4rem;
src/index.css	137	5.8rem	3.625rem	line-height: 5.8rem;
src/index.css	140	3rem	1.875rem	font-size: 3rem;
src/index.css	141	3.8rem	2.375rem	line-height: 3.8rem;
src/index.css	144	11rem	6.875rem	font-size: 11rem;
src/index.css	145	11rem	6.875rem	line-height: 11rem;
src/index.css	148	16rem	10rem	font-size: 16rem;
src/index.css	149	12rem	7.5rem	line-height: 12rem;
src/index.css	150	-0.08rem	-0.05rem	letter-spacing: -0.08rem;
src/index.css	153	8rem	5rem	font-size: 8rem;
src/index.css	154	8rem	5rem	line-height: 8rem;
src/index.css	159	1.2rem	0.75rem	font-size: 1.2rem;
src/index.css	160	1.6rem	1rem	line-height: 1.6rem;
src/index.css	161	-0.01rem	-0.00625rem	letter-spacing: -0.01rem;
src/index.css	165	1.2rem	0.75rem	font-size: 1.2rem;
src/index.css	166	1.6rem	1rem	line-height: 1.6rem;
src/index.css	167	0.02rem	0.0125rem	letter-spacing: 0.02rem;
src/index.css	171	1.5rem	0.9375rem	font-size: 1.5rem;
src/index.css	172	2.65rem	1.65625rem	line-height: 2.65rem;
src/index.css	176	1.7rem	1.0625rem	font-size: 1.7rem;
src/index.css	177	2.8rem	1.75rem	line-height: 2.8rem;
src/index.css	181	1.9rem	1.1875rem	font-size: calc(1.9rem * var(--reading-size, 1));
src/index.css	182	3rem	1.875rem	line-height: calc(3rem * var(--reading-size, 1));
src/index.css	185	4rem	2.5rem	font-size: 4rem;
src/index.css	186	5.8rem	3.625rem	line-height: 5.8rem;
src/index.css	189	3rem	1.875rem	font-size: 3rem;
src/index.css	190	4rem	2.5rem	line-height: 4rem;
src/index.css	193	11rem	6.875rem	font-size: 11rem;
src/index.css	194	11rem	6.875rem	line-height: 11rem;
src/index.css	198	8rem	5rem	font-size: 8rem;
src/index.css	199	12rem	7.5rem	line-height: 12rem;
src/index.css	202	8rem	5rem	font-size: 8rem;
src/index.css	203	8rem	5rem	line-height: 8rem;
src/index.css	210	1.1rem	0.6875rem	font-size: 1.1rem;
src/index.css	211	1.4rem	0.875rem	line-height: 1.4rem;
src/index.css	212	-0.01rem	-0.00625rem	letter-spacing: -0.01rem;
src/index.css	215	1.1rem	0.6875rem	font-size: 1.1rem;
src/index.css	216	1.5rem	0.9375rem	line-height: 1.5rem;
src/index.css	217	0.02rem	0.0125rem	letter-spacing: 0.02rem;
src/index.css	220	1.35rem	0.84375rem	font-size: 1.35rem;
src/index.css	221	2.2rem	1.375rem	line-height: 2.2rem;
src/index.css	224	1.6rem	1rem	font-size: 1.6rem;
src/index.css	225	2.4rem	1.5rem	line-height: 2.4rem;
src/index.css	228	1.7rem	1.0625rem	font-size: calc(1.7rem * var(--reading-size, 1));
src/index.css	229	2.7rem	1.6875rem	line-height: calc(2.7rem * var(--reading-size, 1));
src/index.css	232	3rem	1.875rem	font-size: 3rem;
src/index.css	233	4rem	2.5rem	line-height: 4rem;
src/index.css	236	2.4rem	1.5rem	font-size: 2.4rem;
src/index.css	237	3rem	1.875rem	line-height: 3rem;
src/index.css	240	7rem	4.375rem	font-size: 7rem;
src/index.css	241	7rem	4.375rem	line-height: 7rem;
src/index.css	244	5rem	3.125rem	font-size: 5rem;
src/index.css	245	6rem	3.75rem	line-height: 6rem;
src/index.css	248	5rem	3.125rem	font-size: 5rem;
src/index.css	249	5rem	3.125rem	line-height: 5rem;
src/index.css	252	3.5rem	2.1875rem	font-size: 3.5rem;
src/index.css	253	4rem	2.5rem	line-height: 4rem;
src/index.css	254	3rem	1.875rem	padding-bottom: 3rem;
src/index.css	257	3.2rem	2rem	font-size: 3.2rem;
src/index.css	258	4rem	2.5rem	line-height: 4rem;
src/index.css	261	2.4rem	1.5rem	font-size: 2.4rem;
src/index.css	262	3rem	1.875rem	line-height: 3rem;
src/index.css	269	1rem	0.625rem	font-size: 1rem;
src/index.css	270	1.3rem	0.8125rem	line-height: 1.3rem;
src/index.css	273	1rem	0.625rem	font-size: 1rem;
src/index.css	274	1.4rem	0.875rem	line-height: 1.4rem;
src/index.css	277	1.2rem	0.75rem	font-size: 1.2rem;
src/index.css	278	2rem	1.25rem	line-height: 2rem;
src/index.css	281	1.4rem	0.875rem	font-size: 1.4rem;
src/index.css	282	2.2rem	1.375rem	line-height: 2.2rem;
src/index.css	285	1.5rem	0.9375rem	font-size: calc(1.5rem * var(--reading-size, 1));
src/index.css	286	2.4rem	1.5rem	line-height: calc(2.4rem * var(--reading-size, 1));
src/index.css	289	2.4rem	1.5rem	font-size: 2.4rem;
src/index.css	290	3.2rem	2rem	line-height: 3.2rem;
src/index.css	293	2rem	1.25rem	font-size: 2rem;
src/index.css	294	2.6rem	1.625rem	line-height: 2.6rem;
src/index.css	297	5rem	3.125rem	font-size: 5rem;
src/index.css	298	5rem	3.125rem	line-height: 5rem;
src/index.css	301	3.5rem	2.1875rem	font-size: 3.5rem;
src/index.css	302	4rem	2.5rem	line-height: 4rem;
src/index.css	305	3.5rem	2.1875rem	font-size: 3.5rem;
src/index.css	306	3.5rem	2.1875rem	line-height: 3.5rem;
src/index.css	309	2.8rem	1.75rem	font-size: 2.8rem;
src/index.css	310	3.2rem	2rem	line-height: 3.2rem;
src/index.css	311	2rem	1.25rem	padding-bottom: 2rem;
src/index.css	314	2.4rem	1.5rem	font-size: 2.4rem;
src/index.css	315	3rem	1.875rem	line-height: 3rem;
src/index.css	318	2rem	1.25rem	font-size: 2rem;
src/index.css	319	2.6rem	1.625rem	line-height: 2.6rem;
src/index.css	363	3rem	1.875rem	/* padding-top: 3rem; */
src/index.css	389	24rem	15rem	padding-bottom: 24rem;
src/index.css	400	5rem	3.125rem	font-size: 5rem;
src/index.css	401	5rem	3.125rem	line-height: 5rem;
src/index.css	402	5rem	3.125rem	padding-bottom: 5rem;
src/index.css	406	4.8rem	3rem	font-size: 4.8rem;
src/index.css	407	5.8rem	3.625rem	line-height: 5.8rem;
src/index.css	408	2rem	1.25rem	padding-bottom: 2rem;
src/index.css	412	3.8rem	2.375rem	font-size: 3.8rem;
src/index.css	413	0.2rem	0.125rem	padding-bottom: 0.2rem;
src/index.css	418	3rem	1.875rem	font-size: 3rem;
src/index.css	419	3.8rem	2.375rem	line-height: 3.8rem;
src/index.css	420	2rem	1.25rem	padding-top: 2rem;
src/index.css	421	1.2rem	0.75rem	padding-bottom: 1.2rem;
src/index.css	425	2rem	1.25rem	font-size: 2rem;
src/index.css	426	2.3rem	1.4375rem	line-height: 2.3rem;
src/index.css	438	2rem	1.25rem	padding-bottom: 2rem;
src/index.css	443	1.6rem	1rem	margin-bottom: 1.6rem !important;
src/index.css	456	3rem	1.875rem	height: 3rem;
src/index.css	457	1rem	0.625rem	padding-top: 1rem;
src/index.css	458	3rem	1.875rem	padding-left: 3rem !important;
src/index.css	468	0.5rem	0.3125rem	/* padding: 0 0.5rem 0 0.5rem; */
src/index.css	468	0.5rem	0.3125rem	/* padding: 0 0.5rem 0 0.5rem; */
src/index.css	470	0.2rem	0.125rem	padding: 0.2rem 0.4rem;
src/index.css	470	0.4rem	0.25rem	padding: 0.2rem 0.4rem;
src/index.css	478	0.2rem	0.125rem	padding: 0.2rem 0.4rem;
src/index.css	478	0.4rem	0.25rem	padding: 0.2rem 0.4rem;
src/index.css	550	-1.25rem	-0.78125rem	left: -1.25rem;
src/index.css	551	0.75rem	0.46875rem	left: calc(50vw - min(calc(50vw + 0.75rem), calc(780px + 11rem)) - 1.25rem);
src/index.css	551	11rem	6.875rem	left: calc(50vw - min(calc(50vw + 0.75rem), calc(780px + 11rem)) - 1.25rem);
src/index.css	551	1.25rem	0.78125rem	left: calc(50vw - min(calc(50vw + 0.75rem), calc(780px + 11rem)) - 1.25rem);
src/index.css	552	2.5rem	1.5625rem	width: 2.5rem;
src/index.css	553	2.5rem	1.5625rem	height: 2.5rem;
src/index.css	557	1.5rem	0.9375rem	font-size: 1.5rem;
src/index.css	558	2.2rem	1.375rem	line-height: 2.2rem;
src/index.css	664	1rem	0.625rem	width: 1rem;
src/index.css	665	1rem	0.625rem	height: 1rem;
src/index.css	666	0.5rem	0.3125rem	margin-top: 0.5rem;
src/index.css	671	11rem	6.875rem	left: calc(100vw - min(50vw, calc(780px + 11rem)) - 0.5rem);
src/index.css	671	0.5rem	0.3125rem	left: calc(100vw - min(50vw, calc(780px + 11rem)) - 0.5rem);
src/index.css	674	-0.5rem	-0.3125rem	margin-top: -0.5rem;
src/index.css	680	1rem	0.625rem	width: 1rem;
src/index.css	684	11rem	6.875rem	left: calc(100vw - min(50vw, calc(780px + 11rem)) - 0.5rem);
src/index.css	684	0.5rem	0.3125rem	left: calc(100vw - min(50vw, calc(780px + 11rem)) - 0.5rem);
src/index.css	698	2.5rem	1.5625rem	height: 2.5rem;
src/index.css	699	2.5rem	1.5625rem	width: 2.5rem;
src/index.css	716	4rem	2.5rem	height: 4rem;
src/index.css	717	4rem	2.5rem	width: 4rem;
src/index.css	721	2.5rem	1.5625rem	height: 2.5rem;
src/index.css	722	2.5rem	1.5625rem	width: 2.5rem;
src/index.css	771	11rem	6.875rem	transform: translateX(min(-50vw, calc(-100vw + 780px + 11rem - 1px)));
src/styles/brand.css	40	1rem	0.625rem	* NB project root is `font-size: 62.5%` (index.css) so 1rem = 10px; each
src/styles/brand.css	47	11.2rem	7rem	--type-display-size: 11.2rem; --type-display-lh: 1; --type-display-ls: -0.02em;
src/styles/brand.css	48	8.4rem	5.25rem	--type-h1-size: 8.4rem;  --type-h1-lh: 1.05; --type-h1-ls: -0.015em;
src/styles/brand.css	49	6.3rem	3.9375rem	--type-h2-size: 6.3rem;  --type-h2-lh: 1.1;  --type-h2-ls: -0.01em;
src/styles/brand.css	50	4.7rem	2.9375rem	--type-h3-size: 4.7rem;  --type-h3-lh: 1.15; --type-h3-ls: -0.005em;
src/styles/brand.css	51	3.6rem	2.25rem	--type-subhead-size: 3.6rem; --type-subhead-lh: 1.2; --type-subhead-ls: 0;
src/styles/brand.css	52	2.7rem	1.6875rem	--type-body-lg-size: 2.7rem; --type-body-lg-lh: 1.45; --type-body-lg-ls: 0;
src/styles/brand.css	53	2rem	1.25rem	--type-body-size: 2rem;  --type-body-lh: 1.55; --type-body-ls: 0.01em;
src/styles/brand.css	54	1.7rem	1.0625rem	--type-body-sm-size: 1.7rem; --type-body-sm-lh: 1.5; --type-body-sm-ls: 0;
src/styles/brand.css	55	1.3rem	0.8125rem	--type-caption-size: 1.3rem; --type-caption-lh: 1.4; --type-caption-ls: 0;
src/styles/brand.css	56	1.1rem	0.6875rem	--type-label-size: 1.1rem; --type-label-lh: 1.3; --type-label-ls: 0.06em;
src/styles/brand.css	62	11rem	6.875rem	--reader-prose-w: min(40vw, calc(780px + 11rem));
src/styles/brand.css	65	6.4rem	4rem	--reader-topbar-h: 6.4rem;
src/styles/dashboard-sections.css	11	1rem	0.625rem	* NOTE: this project uses font-size: 62.5% on html/body so 1rem = 10px.
src/styles/dashboard-sections.css	26	1.8rem	1.125rem	.card-title { font-family: var(--font-body); font-size: 1.8rem; font-weight: 500; color: rgb(var(--color-ink)); margin: 
src/styles/dashboard-sections.css	27	1.6rem	1rem	.card-title.sm { font-size: 1.6rem; margin: 0 0 4px; }
src/styles/dashboard-sections.css	29	1.4rem	0.875rem	.muted { font-family: var(--font-body); font-size: 1.4rem; color: rgb(var(--color-mute)); margin: 8px 0 0; line-height: 
src/styles/dashboard-sections.css	30	1.2rem	0.75rem	.muted-mono { font-family: var(--font-mono); font-size: 1.2rem; color: rgb(var(--color-mute)); }
