file	line	old	new	context
src/styles/dashboard-sections.css	32	1.1rem	0.6875rem	font-family: var(--font-mono); font-size: 1.1rem; text-transform: uppercase;
src/styles/dashboard-sections.css	38	1.3rem	0.8125rem	font-size: 1.3rem; color: rgb(var(--color-mute)); margin-bottom: 16px;
src/styles/dashboard-sections.css	53	1.4rem	0.875rem	font-family: var(--font-body); font-size: 1.4rem; color: rgb(var(--color-ink)); cursor: pointer;
src/styles/dashboard-sections.css	58	1rem	0.625rem	display: block; font-family: var(--font-mono); font-size: 1rem; text-transform: uppercase;
src/styles/dashboard-sections.css	72	1.4rem	0.875rem	.role-bar-label { font-family: var(--font-body); font-size: 1.4rem; color: rgb(var(--color-ink)); }
src/styles/dashboard-sections.css	73	1.4rem	0.875rem	.role-bar-count { font-family: var(--font-mono); font-size: 1.4rem; color: rgb(var(--color-mute)); text-align: right; }
src/styles/dashboard-sections.css	80	1rem	0.625rem	text-align: left; font-family: var(--font-mono); font-size: 1rem; text-transform: uppercase;
src/styles/dashboard-sections.css	85	1.4rem	0.875rem	font-family: var(--font-body); font-size: 1.4rem; color: rgb(var(--color-ink));
src/styles/dashboard-sections.css	96	2rem	1.25rem	.mini-value { font-family: var(--font-body); font-size: 2rem; font-weight: 500; color: rgb(var(--color-ink)); line-heigh
src/styles/dashboard-sections.css	97	1rem	0.625rem	.mini-label { font-family: var(--font-mono); font-size: 1rem; text-transform: uppercase; letter-spacing: 0.1em; color: r
src/styles/dashboard-sections.css	107	2.4rem	1.5rem	.wizard-title { font-family: var(--font-body); font-size: 2.4rem; font-weight: 500; color: rgb(var(--color-ink)); margin
src/styles/dashboard-sections.css	116	1.3rem	0.8125rem	border: 1px solid rgb(var(--color-line)); font-family: var(--font-mono); font-size: 1.3rem;
src/styles/dashboard-sections.css	121	1.4rem	0.875rem	.wizard-step-label { font-size: 1.4rem; color: rgb(var(--color-mute)); }
src/styles/dashboard-sections.css	137	1.3rem	0.8125rem	.media-title { font-family: var(--font-body); font-size: 1.3rem; color: rgb(var(--color-ink)); white-space: nowrap; over
src/styles/dashboard-sections.css	138	1rem	0.625rem	.media-size { font-family: var(--font-mono); font-size: 1rem; color: rgb(var(--color-mute)); }
src/styles/dashboard-sections.css	147	1.4rem	0.875rem	.media-modal-placeholder { font-family: var(--font-mono); font-size: 1.4rem; color: rgb(var(--color-mute)); text-transfo
src/styles/dashboard-sections.css	153	1.1rem	0.6875rem	.kv-key { font-family: var(--font-mono); font-size: 1.1rem; text-transform: uppercase; letter-spacing: 0.08em; color: rg
src/styles/dashboard-sections.css	154	1.4rem	0.875rem	.kv-val { font-family: var(--font-body); font-size: 1.4rem; color: rgb(var(--color-ink)); margin: 0; }
src/styles/dashboard-sections.css	166	1.5rem	0.9375rem	.q-text { font-family: var(--font-body); font-size: 1.5rem; color: rgb(var(--color-ink)); line-height: 1.5; margin: 0 0 
src/styles/dashboard-sections.css	169	1.3rem	0.8125rem	font-family: var(--font-body); font-size: 1.3rem; color: rgb(var(--color-ink));
src/styles/dashboard-sections.css	176	1.2rem	0.75rem	background: rgb(var(--color-ink) / 0.06); font-family: var(--font-mono); font-size: 1.2rem; color: rgb(var(--color-mute)
src/styles/dashboard-sections.css	180	1.4rem	0.875rem	padding: 9px 12px; font-family: var(--font-body); font-size: 1.4rem; color: rgb(var(--color-ink)); outline: none;
src/styles/dashboard-sections.css	190	1.6rem	1rem	font-family: var(--font-mono); font-size: 1.6rem; font-weight: 600;
src/styles/dashboard-sections.css	192	2rem	1.25rem	.user-avatar.lg { width: 56px; height: 56px; font-size: 2rem; }
src/styles/dashboard-sections.css	207	1rem	0.625rem	.bar-value { font-family: var(--font-mono); font-size: 1rem; color: rgb(var(--color-ink)); position: absolute; top: -16p
src/styles/dashboard-sections.css	208	0.9rem	0.5625rem	.bar-label { font-family: var(--font-mono); font-size: 0.9rem; color: rgb(var(--color-mute)); white-space: nowrap; }
src/views/BreakView.vue	45	6rem	3.75rem	width: calc(100% - 6rem);
src/views/ChapterOverviewView.vue	249	132rem	82.5rem	max-width: 132rem;
src/views/ChapterOverviewView.vue	251	3.2rem	2rem	padding: 3.2rem 5.6rem 6rem;
src/views/ChapterOverviewView.vue	251	5.6rem	3.5rem	padding: 3.2rem 5.6rem 6rem;
src/views/ChapterOverviewView.vue	251	6rem	3.75rem	padding: 3.2rem 5.6rem 6rem;
src/views/ChapterOverviewView.vue	254	4rem	2.5rem	gap: 4rem;
src/views/ChapterOverviewView.vue	261	32rem	20rem	grid-template-columns: 32rem 1fr;
src/views/ChapterOverviewView.vue	262	5.6rem	3.5rem	gap: 5.6rem;
src/views/ChapterOverviewView.vue	267	60rem	37.5rem	max-width: 60rem;
src/views/ChapterOverviewView.vue	268	12rem	7.5rem	margin: 12rem auto;
src/views/ChapterOverviewView.vue	275	1.1rem	0.6875rem	font-size: 1.1rem;
src/views/ChapterOverviewView.vue	279	1.8rem	1.125rem	margin: 0 0 1.8rem;
src/views/ChapterOverviewView.vue	285	3.2rem	2rem	margin: 3.2rem 0 1.8rem;
src/views/ChapterOverviewView.vue	285	1.8rem	1.125rem	margin: 3.2rem 0 1.8rem;
src/views/ChapterOverviewView.vue	297	1.8rem	1.125rem	margin-bottom: 1.8rem;
src/views/ChapterOverviewView.vue	317	0.4rem	0.25rem	margin-bottom: 0.4rem;
src/views/ChapterOverviewView.vue	321	3.2rem	2rem	font-size: 3.2rem;
src/views/ChapterOverviewView.vue	324	1.6rem	1rem	margin: 0 0 1.6rem;
src/views/ChapterOverviewView.vue	331	0.8rem	0.5rem	gap: 0.8rem;
src/views/ChapterOverviewView.vue	349	1rem	0.625rem	font-size: 1rem;
src/views/ChapterOverviewView.vue	355	2.4rem	1.5rem	margin-top: 2.4rem;
src/views/ChapterOverviewView.vue	358	0.8rem	0.5rem	gap: 0.8rem;
src/views/ChapterOverviewView.vue	364	0.8rem	0.5rem	gap: 0.8rem;
src/views/ChapterOverviewView.vue	372	0.6rem	0.375rem	gap: 0.6rem;
src/views/ChapterOverviewView.vue	373	0.8rem	0.5rem	padding: 0.8rem 1.4rem;
src/views/ChapterOverviewView.vue	373	1.4rem	0.875rem	padding: 0.8rem 1.4rem;
src/views/ChapterOverviewView.vue	376	1.1rem	0.6875rem	font-size: 1.1rem;
src/views/ChapterOverviewView.vue	394	1.2rem	0.75rem	padding: 1.2rem;
src/views/ChapterOverviewView.vue	402	1.6rem	1rem	margin-top: 1.6rem;
src/views/ChapterOverviewView.vue	404	1.1rem	0.6875rem	font-size: 1.1rem;
src/views/ChapterOverviewView.vue	421	4rem	2.5rem	grid-template-columns: 4rem 1fr auto;
src/views/ChapterOverviewView.vue	423	1.8rem	1.125rem	gap: 1.8rem;
src/views/ChapterOverviewView.vue	424	1.8rem	1.125rem	padding: 1.8rem 0;
src/views/ChapterOverviewView.vue	436	0.6rem	0.375rem	padding-left: 0.6rem;
src/views/ChapterOverviewView.vue	442	1.2rem	0.75rem	font-size: 1.2rem;
src/views/ChapterOverviewView.vue	446	1.8rem	1.125rem	font-size: 1.8rem;
src/views/ChapterOverviewView.vue	453	1rem	0.625rem	font-size: 1rem;
src/views/ChapterOverviewView.vue	464	1.2rem	0.75rem	gap: 1.2rem;
src/views/ChapterOverviewView.vue	476	0.4rem	0.25rem	gap: 0.4rem;
src/views/ChapterOverviewView.vue	477	1.2rem	0.75rem	padding: 1.2rem;
src/views/ChapterOverviewView.vue	492	1rem	0.625rem	font-size: 1rem;
src/views/ChapterOverviewView.vue	499	1.4rem	0.875rem	font-size: 1.4rem;
src/views/ChapterOverviewView.vue	511	1.6rem	1rem	padding: 1.6rem 0;
src/views/ChapterOverviewView.vue	516	1.5rem	0.9375rem	font-size: 1.5rem;
src/views/ChapterOverviewView.vue	518	0.4rem	0.25rem	margin: 0 0 0.4rem;
src/views/ChapterOverviewView.vue	522	1rem	0.625rem	font-size: 1rem;
src/views/ChapterView.vue	475	2rem	1.25rem	bottom: 2rem;
src/views/ChapterView.vue	476	2rem	1.25rem	right: 2rem;
src/views/ChapterView.vue	480	0.8rem	0.5rem	gap: 0.8rem;
src/views/ChapterView.vue	481	1rem	0.625rem	padding: 1rem 1.8rem;
src/views/ChapterView.vue	481	1.8rem	1.125rem	padding: 1rem 1.8rem;
src/views/ChapterView.vue	488	1.1rem	0.6875rem	font-size: 1.1rem;
src/views/ChapterWizardView.vue	292	4rem	2.5rem	padding: 0 4rem 8rem;
src/views/ChapterWizardView.vue	292	8rem	5rem	padding: 0 4rem 8rem;
src/views/ChapterWizardView.vue	300	2rem	1.25rem	gap: 2rem;
src/views/ChapterWizardView.vue	301	2.4rem	1.5rem	padding: 2.4rem 0;
src/views/ChapterWizardView.vue	303	3.2rem	2rem	margin-bottom: 3.2rem;
src/views/ChapterWizardView.vue	309	0.6rem	0.375rem	gap: 0.6rem;
src/views/ChapterWizardView.vue	310	0.6rem	0.375rem	padding: 0.6rem 1.2rem;
src/views/ChapterWizardView.vue	310	1.2rem	0.75rem	padding: 0.6rem 1.2rem;
src/views/ChapterWizardView.vue	316	1.2rem	0.75rem	font-size: 1.2rem;
src/views/ChapterWizardView.vue	328	2rem	1.25rem	font-size: 2rem;
src/views/ChapterWizardView.vue	338	4rem	2.5rem	gap: 4rem;
src/views/ChapterWizardView.vue	339	4rem	2.5rem	margin-bottom: 4rem;
src/views/ChapterWizardView.vue	341	2rem	1.25rem	padding: 0 2rem;
src/views/ChapterWizardView.vue	358	0.8rem	0.5rem	gap: 0.8rem;
src/views/ChapterWizardView.vue	376	1.4rem	0.875rem	font-size: 1.4rem;
src/views/ChapterWizardView.vue	398	1.1rem	0.6875rem	font-size: 1.1rem;
src/views/ChapterWizardView.vue	415	2rem	1.25rem	padding: 0 2rem;
src/views/ChapterWizardView.vue	422	2.4rem	1.5rem	padding: 2.4rem 2rem;
src/views/ChapterWizardView.vue	422	2rem	1.25rem	padding: 2.4rem 2rem;
src/views/ChapterWizardView.vue	423	4rem	2.5rem	margin-top: 4rem;
src/views/ChapterWizardView.vue	432	1.2rem	0.75rem	padding: 1.2rem 3.2rem;
src/views/ChapterWizardView.vue	432	3.2rem	2rem	padding: 1.2rem 3.2rem;
src/views/ChapterWizardView.vue	435	1.4rem	0.875rem	font-size: 1.4rem;
src/views/ChaptersView.vue	305	132rem	82.5rem	max-width: 132rem;
src/views/ChaptersView.vue	307	3.2rem	2rem	padding: 3.2rem 5.6rem 6rem;
src/views/ChaptersView.vue	307	5.6rem	3.5rem	padding: 3.2rem 5.6rem 6rem;
src/views/ChaptersView.vue	307	6rem	3.75rem	padding: 3.2rem 5.6rem 6rem;
src/views/ChaptersView.vue	315	1.1rem	0.6875rem	font-size: 1.1rem;
src/views/ChaptersView.vue	329	2.4rem	1.5rem	margin: 2.4rem 0 1.6rem;
src/views/ChaptersView.vue	329	1.6rem	1rem	margin: 2.4rem 0 1.6rem;
src/views/ChaptersView.vue	336	3rem	1.875rem	gap: 3rem;
src/views/ChaptersView.vue	337	3.6rem	2.25rem	margin: 0 0 3.6rem;
src/views/ChaptersView.vue	343	5.6rem	3.5rem	gap: 5.6rem;
src/views/ChaptersView.vue	349	1.8rem	1.125rem	margin-bottom: 1.8rem;
src/views/ChaptersView.vue	353	6.4rem	4rem	font-size: 6.4rem;
src/views/ChaptersView.vue	361	1.8rem	1.125rem	margin-top: 1.8rem;
src/views/ChaptersView.vue	362	36rem	22.5rem	max-width: 36rem;
src/views/ChaptersView.vue	363	1.8rem	1.125rem	font-size: 1.8rem;
src/views/ChaptersView.vue	369	1.6rem	1rem	margin-top: 1.6rem;
src/views/ChaptersView.vue	371	1.2rem	0.75rem	font-size: 1.2rem;
src/views/ChaptersView.vue	383	14rem	8.75rem	grid-template-columns: 14rem 1fr auto;
src/views/ChaptersView.vue	384	2.4rem	1.5rem	gap: 2.4rem;
src/views/ChaptersView.vue	386	2.4rem	1.5rem	padding: 2.4rem;
src/views/ChaptersView.vue	424	1.1rem	0.6875rem	font-size: 1.1rem;
src/views/ChaptersView.vue	428	0.8rem	0.5rem	margin-bottom: 0.8rem;
src/views/ChaptersView.vue	435	1.1rem	0.6875rem	font-size: 1.1rem;
src/views/ChaptersView.vue	442	1.1rem	0.6875rem	font-size: 1.1rem;
src/views/ChaptersView.vue	447	0.4rem	0.25rem	margin-bottom: 0.4rem;
src/views/ChaptersView.vue	451	2.8rem	1.75rem	font-size: 2.8rem;
src/views/ChaptersView.vue	455	1.2rem	0.75rem	margin: 0 0 1.2rem;
src/views/ChaptersView.vue	460	0.6rem	0.375rem	margin-top: 0.6rem;
src/views/ChaptersView.vue	473	0.8rem	0.5rem	margin-top: 0.8rem;
src/views/ChaptersView.vue	493	1.2rem	0.75rem	font-size: 1.2rem;
src/views/ChaptersView.vue	497	0.9rem	0.5625rem	padding: 0.9rem 1.8rem;
src/views/ChaptersView.vue	497	1.8rem	1.125rem	padding: 0.9rem 1.8rem;
src/views/ChaptersView.vue	512	4rem	2.5rem	gap: 4rem;
src/views/ChaptersView.vue	513	3.2rem	2rem	margin: 3.2rem 0 0;
src/views/ChaptersView.vue	514	1.8rem	1.125rem	padding: 1.8rem 0;
src/views/ChaptersView.vue	521	0.4rem	0.25rem	gap: 0.4rem;
src/views/ChaptersView.vue	525	1.1rem	0.6875rem	font-size: 1.1rem;
src/views/ChaptersView.vue	531	2.2rem	1.375rem	font-size: 2.2rem;
src/views/ChaptersView.vue	539	4rem	2.5rem	padding: 4rem;
src/views/ChaptersView.vue	545	4.8rem	3rem	padding: 0 0 4.8rem;
src/views/ChaptersView.vue	548	2.8rem	1.75rem	gap: 2.8rem;
src/views/ChaptersView.vue	576	1.2rem	0.75rem	margin-bottom: 1.2rem;
src/views/ChaptersView.vue	590	0.2rem	0.125rem	margin-bottom: 0.2rem;
src/views/ChaptersView.vue	594	1.7rem	1.0625rem	font-size: 1.7rem;
src/views/ChaptersView.vue	598	0.4rem	0.25rem	margin: 0 0 0.4rem;
src/views/ChaptersView.vue	605	1rem	0.625rem	font-size: 1rem;
src/views/ChaptersView.vue	621	1.6rem	1rem	gap: 1.6rem;
src/views/ChaptersView.vue	623	1rem	0.625rem	margin-top: 1rem;
src/views/ChaptersView.vue	624	1rem	0.625rem	padding-top: 1rem;
src/views/ChaptersView.vue	629	1.1rem	0.6875rem	font-size: 1.1rem;
src/views/ChaptersView.vue	646	0.8rem	0.5rem	top: 0.8rem;
src/views/ChaptersView.vue	647	0.8rem	0.5rem	right: 0.8rem;
src/views/ChaptersView.vue	648	0.2rem	0.125rem	padding: 0.2rem 0.8rem;
src/views/ChaptersView.vue	648	0.8rem	0.5rem	padding: 0.2rem 0.8rem;
src/views/ChaptersView.vue	650	1rem	0.625rem	font-size: 1rem;
src/views/DashboardView.vue	1230	1rem	0.625rem	* NOTE: this project uses font-size: 62.5% on html/body so 1rem = 10px.
src/views/EnrollView.vue	168	2rem	1.25rem	padding: 2rem;
src/views/EnrollView.vue	180	4rem	2.5rem	padding: 4rem 2rem;
src/views/EnrollView.vue	180	2rem	1.25rem	padding: 4rem 2rem;
src/views/EnrollView.vue	190	2rem	1.25rem	margin: 0 auto 2rem;
src/views/EnrollView.vue	200	1.6rem	1rem	font-size: 1.6rem;
src/views/EnrollView.vue	206	1.6rem	1rem	margin-bottom: 1.6rem;
src/views/EnrollView.vue	212	2.4rem	1.5rem	font-size: 2.4rem;
src/views/EnrollView.vue	215	1rem	0.625rem	margin-bottom: 1rem;
src/views/EnrollView.vue	220	1.6rem	1rem	margin-bottom: 1.6rem;
src/views/EnrollView.vue	225	1.6rem	1rem	font-size: 1.6rem;
src/views/EnrollView.vue	227	2.4rem	1.5rem	margin-bottom: 2.4rem;
src/views/EnrollView.vue	238	3.2rem	2rem	padding: 3.2rem;
src/views/EnrollView.vue	243	2.4rem	1.5rem	margin-bottom: 2.4rem;
src/views/EnrollView.vue	249	1.2rem	0.75rem	font-size: 1.2rem;
src/views/EnrollView.vue	254	0.4rem	0.25rem	padding: 0.4rem 1.2rem;
src/views/EnrollView.vue	254	1.2rem	0.75rem	padding: 0.4rem 1.2rem;
src/views/EnrollView.vue	256	1.6rem	1rem	margin-bottom: 1.6rem;
src/views/EnrollView.vue	261	2.8rem	1.75rem	font-size: 2.8rem;
src/views/EnrollView.vue	264	1rem	0.625rem	margin: 0 0 1rem;
src/views/EnrollView.vue	269	1.5rem	0.9375rem	font-size: 1.5rem;
src/views/EnrollView.vue	276	1.6rem	1rem	padding: 1.6rem;
src/views/EnrollView.vue	277	2.4rem	1.5rem	margin-bottom: 2.4rem;
src/views/EnrollView.vue	282	1.5rem	0.9375rem	font-size: 1.5rem;
src/views/EnrollView.vue	291	2.4rem	1.5rem	gap: 2.4rem;
src/views/EnrollView.vue	292	3.2rem	2rem	margin-bottom: 3.2rem;
src/views/EnrollView.vue	298	0.8rem	0.5rem	gap: 0.8rem;
src/views/EnrollView.vue	300	1.3rem	0.8125rem	font-size: 1.3rem;
src/views/EnrollView.vue	311	1.2rem	0.75rem	gap: 1.2rem;
src/views/EnrollView.vue	316	1.6rem	1rem	padding: 1.6rem;
src/views/EnrollView.vue	322	1.6rem	1rem	font-size: 1.6rem;
src/views/EnrollView.vue	339	1.4rem	0.875rem	padding: 1.4rem 3.2rem;
src/views/EnrollView.vue	339	3.2rem	2rem	padding: 1.4rem 3.2rem;
src/views/EnrollView.vue	345	1.5rem	0.9375rem	font-size: 1.5rem;
src/views/EnrollView.vue	357	1.4rem	0.875rem	padding: 1.4rem;
src/views/EnrollView.vue	363	1.5rem	0.9375rem	font-size: 1.5rem;
src/views/FlashcardView.vue	321	1.5rem	0.9375rem	padding: 1.5rem;
src/views/FlashcardView.vue	333	1rem	0.625rem	gap: 1rem;
src/views/FlashcardView.vue	373	1.5rem	0.9375rem	margin-bottom: 1.5rem;
src/views/FlashcardView.vue	398	1.5rem	0.9375rem	gap: 1.5rem;
src/views/FlashcardView.vue	403	1.1rem	0.6875rem	font-size: 1.1rem;
src/views/FlashcardView.vue	411	0.25rem	0.15625rem	gap: 0.25rem;
src/views/FlashcardView.vue	413	1.1rem	0.6875rem	font-size: 1.1rem;
src/views/FlashcardView.vue	429	2rem	1.25rem	margin-bottom: 2rem;
src/views/FlashcardView.vue	445	2rem	1.25rem	margin-bottom: 2rem;
src/views/FlashcardView.vue	449	2rem	1.25rem	margin-bottom: 2rem;
src/views/FlashcardView.vue	454	0.875rem	0.546875rem	font-size: 0.875rem;
src/views/FlashcardView.vue	460	0.125rem	0.078125rem	padding: 0.125rem 0.375rem;
src/views/FlashcardView.vue	460	0.375rem	0.234375rem	padding: 0.125rem 0.375rem;
src/views/FlashcardView.vue	465	1rem	0.625rem	font-size: 1rem;
src/views/FlashcardView.vue	475	2rem	1.25rem	padding: 2rem;
src/views/FlashcardView.vue	487	1rem	0.625rem	padding: 1rem;
src/views/FlashcardView.vue	494	1.5rem	0.9375rem	padding: 1.5rem;
src/views/FlashcardView.vue	501	0.5rem	0.3125rem	margin: 0 0 0.5rem 0;
src/views/FlashcardView.vue	509	1.5rem	0.9375rem	margin: 0 0 1.5rem 0;
src/views/FlashcardView.vue	514	0.75rem	0.46875rem	gap: 0.75rem;
src/views/FlashcardView.vue	524	0.5rem	0.3125rem	gap: 0.5rem;
src/views/FlashcardView.vue	525	0.8rem	0.5rem	padding: 0.8rem 1.6rem;
src/views/FlashcardView.vue	525	1.6rem	1rem	padding: 0.8rem 1.6rem;
src/views/FlashcardView.vue	528	1.1rem	0.6875rem	font-size: 1.1rem;
src/views/HomeView.vue	197	1.1rem	0.6875rem	font-size: 1.1rem;
src/views/HomeView.vue	201	1rem	0.625rem	margin: 0 0 1rem;
src/views/HomeView.vue	208	7rem	4.375rem	padding: 7rem 2.4rem 4rem;
src/views/HomeView.vue	208	2.4rem	1.5rem	padding: 7rem 2.4rem 4rem;
src/views/HomeView.vue	208	4rem	2.5rem	padding: 7rem 2.4rem 4rem;
src/views/HomeView.vue	217	2.4rem	1.5rem	margin-bottom: 2.4rem;
src/views/HomeView.vue	220	1.7rem	1.0625rem	font-size: 1.7rem;
src/views/HomeView.vue	224	2.6rem	1.625rem	margin: 0 0 2.6rem;
src/views/HomeView.vue	229	1rem	0.625rem	gap: 1rem;
src/views/HomeView.vue	234	1.6rem	1rem	margin-top: 1.6rem;
src/views/HomeView.vue	237	0.8rem	0.5rem	gap: 0.8rem;
src/views/HomeView.vue	239	1.2rem	0.75rem	font-size: 1.2rem;
src/views/HomeView.vue	246	1.2rem	0.75rem	font-size: 1.2rem;
src/views/HomeView.vue	250	0.9rem	0.5625rem	padding: 0.9rem 1.8rem;
src/views/HomeView.vue	250	1.8rem	1.125rem	padding: 0.9rem 1.8rem;
src/views/HomeView.vue	276	1.35rem	0.84375rem	font-size: 1.35rem;
src/views/HomeView.vue	277	1.1rem	0.6875rem	padding: 1.1rem 2.4rem;
src/views/HomeView.vue	277	2.4rem	1.5rem	padding: 1.1rem 2.4rem;
src/views/HomeView.vue	284	3rem	1.875rem	padding: 3rem 2.4rem;
src/views/HomeView.vue	284	2.4rem	1.5rem	padding: 3rem 2.4rem;
src/views/HomeView.vue	288	2.8rem	1.75rem	font-size: 2.8rem;
src/views/HomeView.vue	292	1.4rem	0.875rem	margin: 0 0 1.4rem;
src/views/HomeView.vue	298	1.6rem	1rem	font-size: 1.6rem;
src/views/HomeView.vue	309	3rem	1.875rem	padding: 3rem 2.4rem;
src/views/HomeView.vue	309	2.4rem	1.5rem	padding: 3rem 2.4rem;
src/views/HomeView.vue	314	2rem	1.25rem	gap: 2rem;
src/views/HomeView.vue	320	2rem	1.25rem	padding: 2rem 1.8rem;
src/views/HomeView.vue	320	1.8rem	1.125rem	padding: 2rem 1.8rem;
src/views/HomeView.vue	324	0.8rem	0.5rem	margin-bottom: 0.8rem;
src/views/HomeView.vue	327	1.8rem	1.125rem	font-size: 1.8rem;
src/views/HomeView.vue	331	0.9rem	0.5625rem	margin: 0 0 0.9rem;
src/views/HomeView.vue	334	1.4rem	0.875rem	font-size: 1.4rem;
src/views/HomeView.vue	344	4rem	2.5rem	padding: 4rem 2.4rem;
src/views/HomeView.vue	344	2.4rem	1.5rem	padding: 4rem 2.4rem;
src/views/HomeView.vue	348	2.4rem	1.5rem	font-size: 2.4rem;
src/views/HomeView.vue	351	1rem	0.625rem	margin: 0 0 1rem;
src/views/HomeView.vue	354	1.5rem	0.9375rem	font-size: 1.5rem;
src/views/HomeView.vue	357	2rem	1.25rem	margin: 0 auto 2rem;
src/views/HomeView.vue	365	3.5rem	2.1875rem	padding: 3.5rem 2.4rem 4rem;
src/views/HomeView.vue	365	2.4rem	1.5rem	padding: 3.5rem 2.4rem 4rem;
src/views/HomeView.vue	365	4rem	2.5rem	padding: 3.5rem 2.4rem 4rem;
src/views/HomeView.vue	375	2.4rem	1.5rem	gap: 2.4rem;
src/views/HomeView.vue	376	3rem	1.875rem	margin-bottom: 3rem;
src/views/HomeView.vue	379	1.3rem	0.8125rem	font-size: 1.3rem;
src/views/HomeView.vue	394	1.1rem	0.6875rem	font-size: 1.1rem;
src/views/HomeView.vue	403	1rem	0.625rem	font-size: 1rem;
src/views/HomeView.vue	406	0.2rem	0.125rem	padding: 0.2rem 0.7rem;
src/views/HomeView.vue	406	0.7rem	0.4375rem	padding: 0.2rem 0.7rem;
src/views/ProfessorDashboardView.vue	804	1.8rem	1.125rem	.card-title { font-family: var(--font-body); font-size: 1.8rem; font-weight: 500; color: rgb(var(--color-ink)); margin: 
src/views/ProfessorDashboardView.vue	805	1.6rem	1rem	.card-title.sm { font-size: 1.6rem; margin: 0 0 4px; }
src/views/ProfessorDashboardView.vue	807	1.4rem	0.875rem	.muted { font-family: var(--font-body); font-size: 1.4rem; color: rgb(var(--color-mute)); margin: 0 0 12px; line-height:
src/views/ProfessorDashboardView.vue	808	1.2rem	0.75rem	.muted-mono { font-family: var(--font-mono); font-size: 1.2rem; color: rgb(var(--color-mute)); }
src/views/ProfessorDashboardView.vue	810	1.1rem	0.6875rem	font-family: var(--font-mono); font-size: 1.1rem; text-transform: uppercase;
src/views/ProfessorDashboardView.vue	816	1.3rem	0.8125rem	font-size: 1.3rem; color: rgb(var(--color-mute)); margin-bottom: 16px;
src/views/ProfessorDashboardView.vue	823	1.1rem	0.6875rem	display: block; font-family: var(--font-mono); font-size: 1.1rem; text-transform: uppercase;
src/views/ProfessorDashboardView.vue	830	1.5rem	0.9375rem	.qa-label { font-family: var(--font-body); font-size: 1.5rem; font-weight: 500; color: rgb(var(--color-ink)); }
src/views/ProfessorDashboardView.vue	840	1.4rem	0.875rem	font-family: var(--font-body); font-size: 1.4rem; color: rgb(var(--color-ink)); cursor: pointer;
src/views/ProfessorDashboardView.vue	848	1.4rem	0.875rem	padding: 9px 12px; font-family: var(--font-body); font-size: 1.4rem;
src/views/ProfessorDashboardView.vue	856	1.4rem	0.875rem	padding: 9px 12px; font-family: var(--font-body); font-size: 1.4rem; color: rgb(var(--color-ink)); outline: none;
src/views/ProfessorDashboardView.vue	881	1.8rem	1.125rem	font-size: 1.8rem; font-weight: 600;
src/views/ProfessorDashboardView.vue	887	1.2rem	0.75rem	font-family: var(--font-mono); font-size: 1.2rem; color: rgb(var(--color-mute));
src/views/ProfessorDashboardView.vue	892	1.3rem	0.8125rem	.method-help { font-family: var(--font-body); font-size: 1.3rem; color: rgb(var(--color-mute)); margin: 0; line-height: 
src/views/ProfessorDashboardView.vue	895	2.4rem	1.5rem	font-family: var(--font-mono); font-size: 2.4rem; font-weight: 600;
src/views/ProfessorDashboardView.vue	903	2rem	1.25rem	.mini-value { font-family: var(--font-body); font-size: 2rem; font-weight: 500; color: rgb(var(--color-ink)); line-heigh
src/views/ProfessorDashboardView.vue	904	1rem	0.625rem	.mini-label { font-family: var(--font-mono); font-size: 1rem; text-transform: uppercase; letter-spacing: 0.1em; color: r
src/views/QuizView.vue	318	1.5rem	0.9375rem	padding: 1.5rem;
src/views/QuizView.vue	329	1rem	0.625rem	gap: 1rem;
src/views/QuizView.vue	366	1rem	0.625rem	gap: 1rem;
src/views/QuizView.vue	367	1.5rem	0.9375rem	margin-bottom: 1.5rem;
src/views/QuizView.vue	391	1.2rem	0.75rem	font-size: 1.2rem;
src/views/QuizView.vue	399	1.5rem	0.9375rem	margin: 1.5rem 0;
src/views/QuizView.vue	405	1rem	0.625rem	gap: 1rem;
src/views/QuizView.vue	411	0.5rem	0.3125rem	gap: 0.5rem;
src/views/QuizView.vue	412	0.8rem	0.5rem	padding: 0.8rem 1.6rem;
src/views/QuizView.vue	412	1.6rem	1rem	padding: 0.8rem 1.6rem;
src/views/QuizView.vue	418	1.1rem	0.6875rem	font-size: 1.1rem;
src/views/QuizView.vue	454	1rem	0.625rem	padding: 1rem;
src/views/QuizView.vue	461	1.5rem	0.9375rem	padding: 1.5rem;
src/views/QuizView.vue	468	0.75rem	0.46875rem	margin: 0 0 0.75rem 0;
src/views/QuizView.vue	476	1.5rem	0.9375rem	margin: 0 0 1.5rem 0;
src/views/QuizView.vue	481	0.75rem	0.46875rem	gap: 0.75rem;
src/views/QuizView.vue	491	2rem	1.25rem	padding: 2rem;
src/views/QuizView.vue	501	0.5rem	0.3125rem	gap: 0.5rem;
src/views/QuizView.vue	502	0.8rem	0.5rem	padding: 0.8rem 1.6rem;
src/views/QuizView.vue	502	1.6rem	1rem	padding: 0.8rem 1.6rem;
src/views/QuizView.vue	505	1.1rem	0.6875rem	font-size: 1.1rem;
src/views/SettingsView.vue	95	124rem	77.5rem	max-width: 124rem;
src/views/SettingsView.vue	97	4rem	2.5rem	padding: 4rem 4.8rem 9.6rem;
src/views/SettingsView.vue	97	4.8rem	3rem	padding: 4rem 4.8rem 9.6rem;
